name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,imputed_reach,gender
Steve Steinbeiss,9.0,4.0,190.5,83.91,190.5,Orthodox,42.0,3.92,0.55,1.86,0.49,0.44,0.5,0.58,0.0,190.5,male
Keith Jardine,17.0,11.0,187.96,83.91,193.04,Orthodox,48.0,3.25,0.36,2.98,0.59,1.18,0.45,0.62,0.7,193.04,male
Jamie Yager,8.0,4.0,185.42,83.91,182.88,Orthodox,40.0,3.08,0.39,2.55,0.63,0.0,0.0,0.66,0.0,182.88,female
Josh Bryant,15.0,4.0,177.8,83.91,182.88,Orthodox,43.0,1.1,0.2,6.1,0.43,0.0,0.0,0.0,0.0,182.88,male
James Hammortree,6.0,3.0,190.5,83.91,182.88,Orthodox,40.0,1.93,0.3,4.13,0.44,2.0,0.5,1.0,1.0,182.88,male
Chuck Liddell,21.0,8.0,187.96,92.99,193.04,Orthodox,54.0,2.97,0.35,2.71,0.56,0.44,0.75,0.81,0.0,193.04,male
David Loiseau,23.0,11.0,182.88,83.91,193.04,Orthodox,44.0,1.59,0.44,3.64,0.43,0.43,0.42,0.36,0.1,193.04,male
Jesse Lennox,14.0,4.0,175.26,77.11,182.88,Orthodox,42.0,2.69,0.32,3.2,0.64,1.22,0.66,0.63,0.3,182.88,male
Dan Lauzon,17.0,6.0,177.8,70.31,182.88,Orthodox,35.0,1.34,0.25,4.09,0.61,1.63,0.33,0.8,2.7,182.88,male
Joe Brammer,7.0,3.0,172.72,70.31,182.88,Orthodox,40.0,2.15,0.31,2.8,0.56,0.81,0.5,0.5,0.0,182.88,male
Jesse Forbes,15.0,5.0,187.96,83.91,190.5,Southpaw,39.0,2.11,0.24,4.06,0.53,1.79,0.75,0.66,1.2,190.5,male
Paul Daley,39.0,15.0,175.26,77.11,193.04,Orthodox,41.0,3.14,0.47,2.37,0.6,0.91,0.4,0.64,0.0,193.04,male
Kevin Ferguson,5.0,2.0,187.96,106.59,195.58,Orthodox,50.0,2.3,0.5,3.41,0.38,3.1,0.72,0.36,1.2,195.58,male
Jonathan Goulet,23.0,12.0,182.88,77.11,185.42,Orthodox,44.0,1.61,0.41,2.01,0.46,4.17,0.7,0.45,0.6,185.42,male
Yoshiyuki Yoshida,18.0,9.0,180.34,77.11,177.8,Southpaw,49.0,0.85,0.36,3.67,0.36,1.41,0.28,0.25,2.8,177.8,male
Renzo Gracie,13.0,7.0,177.8,83.91,182.88,Orthodox,57.0,1.71,0.41,1.67,0.55,1.13,0.2,0.4,0.8,182.88,male
Brad Blackburn,18.0,13.0,177.8,77.11,185.42,Orthodox,46.0,4.55,0.35,3.59,0.65,0.93,0.5,0.76,0.7,185.42,male
Matt Veach,17.0,5.0,180.34,70.31,182.88,Orthodox,42.0,1.12,0.28,4.91,0.44,3.64,0.38,1.0,1.5,182.88,male
Mostapha Al-Turk,6.0,6.0,187.96,111.13,195.58,Orthodox,50.0,1.36,0.19,3.61,0.53,0.0,0.0,0.0,0.0,195.58,male
Nate Quarry,12.0,4.0,182.88,83.91,182.88,Open Stance,52.0,4.96,0.44,2.8,0.66,0.25,0.33,0.6,0.0,182.88,female
Ronys Torres,35.0,5.0,170.18,70.31,182.88,Orthodox,48.0,0.87,0.26,1.93,0.57,4.0,0.47,0.16,0.5,182.88,male
Rob Emerson,18.0,12.0,175.26,70.31,177.8,Orthodox,42.0,2.5,0.3,2.83,0.64,2.02,0.52,0.65,0.4,177.8,male
Caol Uno,33.0,19.0,170.18,70.31,177.8,Southpaw,48.0,1.91,0.49,1.9,0.5,1.95,0.31,0.37,0.5,177.8,male
Lucio Linhares,19.0,8.0,187.96,83.91,182.88,Orthodox,50.0,0.99,0.22,3.47,0.34,1.86,0.5,0.5,1.9,182.88,male
Rory Markham,17.0,6.0,182.88,77.11,180.34,Orthodox,42.0,1.98,0.21,10.27,0.45,0.0,0.0,0.0,0.0,180.34,male
Paul Buentello,35.0,17.0,187.96,111.13,195.58,Orthodox,50.0,3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4,195.58,male
Shannon Gugerty,15.0,7.0,177.8,70.31,180.34,Orthodox,42.0,1.25,0.39,1.88,0.58,2.13,0.27,0.5,3.4,180.34,female
Chase Gormley,14.0,6.0,190.5,120.2,182.88,Orthodox,38.0,3.6,0.42,6.03,0.44,3.12,0.42,0.0,1.0,182.88,male
Mark Coleman,16.0,10.0,185.42,92.99,190.5,Orthodox,59.0,1.88,0.52,2.62,0.4,3.89,0.4,0.5,0.8,190.5,male
Frank Trigg,21.0,9.0,175.26,77.11,180.34,Southpaw,51.0,2.79,0.46,1.9,0.56,2.35,0.47,0.75,0.8,180.34,male
Justin Buchholz,15.0,10.0,182.88,70.31,185.42,Orthodox,40.0,2.35,0.26,4.14,0.51,0.0,0.0,0.33,0.8,185.42,male
Rolles Gracie,8.0,4.0,193.04,109.77,182.88,Orthodox,45.0,2.3,0.32,3.38,0.55,2.3,0.1,0.0,0.0,182.88,male
Jay Silva,10.0,11.0,187.96,83.91,182.88,Southpaw,38.0,1.13,0.34,3.07,0.4,0.0,0.0,0.38,1.0,182.88,male
Kyle Bradley,19.0,12.0,175.26,70.31,180.34,Orthodox,41.0,1.99,0.4,3.45,0.58,0.65,0.5,0.4,0.0,180.34,female
Wilson Gouveia,14.0,8.0,185.42,83.91,193.04,Orthodox,45.0,3.02,0.39,4.06,0.56,0.9,0.66,0.57,2.2,193.04,male
Shane Nelson,16.0,7.0,175.26,70.31,177.8,Southpaw,39.0,1.38,0.31,2.84,0.61,1.31,0.18,0.54,1.6,177.8,male
Kevin Burns,12.0,7.0,177.8,77.11,187.96,Orthodox,44.0,2.74,0.38,4.3,0.52,0.28,0.5,0.47,0.8,187.96,male
Houston Alexander,17.0,15.0,182.88,92.99,182.88,Orthodox,52.0,3.06,0.54,3.2,0.52,1.19,0.57,0.33,0.0,182.88,male
Marcus Jones,4.0,2.0,198.12,120.2,182.88,Orthodox,50.0,1.94,0.52,2.71,0.58,8.71,0.75,0.0,2.9,182.88,male
Darrill Schoonover,14.0,8.0,187.96,99.79,182.88,Orthodox,38.0,1.2,0.33,4.35,0.38,0.0,0.0,0.5,1.1,182.88,male
Justin Wren,13.0,2.0,187.96,120.2,182.88,Orthodox,36.0,3.43,0.35,2.07,0.64,0.0,0.0,1.0,0.0,182.88,male
Jake Rosholt,12.0,5.0,185.42,83.91,182.88,Orthodox,42.0,2.68,0.53,2.33,0.49,6.51,0.68,0.0,1.8,182.88,male
Brock Larson,42.0,10.0,180.34,77.11,180.34,Southpaw,46.0,1.39,0.46,1.5,0.55,2.67,0.34,0.43,2.0,180.34,male
Jason Dent,22.0,13.0,177.8,70.31,180.34,Orthodox,43.0,2.01,0.39,3.7,0.62,0.0,0.0,0.26,1.4,180.34,male
Denis Kang,35.0,16.0,180.34,83.91,195.58,Orthodox,46.0,2.27,0.35,1.65,0.67,2.51,0.65,0.38,1.2,195.58,male
Rolando Delgado,11.0,6.0,190.5,70.31,195.58,Orthodox,42.0,1.56,0.4,1.83,0.62,1.17,0.22,0.0,3.5,195.58,male
Antoni Hardonk,8.0,6.0,193.04,111.13,198.12,Orthodox,48.0,3.4,0.61,3.07,0.46,0.0,0.0,0.4,0.9,198.12,male
Razak Al-Hassan,13.0,5.0,187.96,92.99,182.88,Orthodox,41.0,3.27,0.39,3.14,0.6,0.65,0.14,0.57,0.0,182.88,male
Hermes Franca,24.0,17.0,167.64,70.31,180.34,Orthodox,49.0,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4,180.34,male
Drew McFedries,12.0,7.0,182.88,83.91,182.88,Southpaw,45.0,5.13,0.51,4.56,0.52,1.42,1.0,0.56,0.7,182.88,male
Roger Huerta,23.0,9.0,175.26,70.31,177.8,Orthodox,40.0,3.64,0.36,2.33,0.56,2.13,0.46,0.52,0.5,177.8,male
Chris Wilson,18.0,10.0,185.42,77.11,190.5,Orthodox,46.0,2.32,0.5,1.36,0.55,1.31,0.5,0.6,1.6,190.5,male
Justin McCully,11.0,5.0,185.42,102.06,185.42,Orthodox,48.0,1.58,0.37,2.02,0.46,1.28,0.44,0.43,0.0,185.42,male
Marcus Aurelio,22.0,10.0,177.8,70.31,187.96,Orthodox,50.0,1.42,0.33,2.27,0.59,1.69,0.27,0.27,1.3,187.96,male
Dan Cramer,11.0,4.0,187.96,77.11,182.88,Orthodox,38.0,0.97,0.3,2.1,0.31,0.0,0.0,0.66,0.5,182.88,male
Danillo Villefort,15.0,5.0,185.42,83.91,182.88,Orthodox,40.0,2.86,0.37,2.4,0.68,1.71,0.66,0.33,1.7,182.88,male
Jake O'Brien,15.0,4.0,190.5,92.99,193.04,Orthodox,39.0,1.31,0.31,1.92,0.69,6.39,0.54,0.25,0.2,193.04,male
Mike Ciesnolevicz,19.0,4.0,182.88,106.59,182.88,Orthodox,44.0,0.51,0.5,4.62,0.57,0.0,0.0,0.2,5.1,182.88,male
Frank Lester,11.0,6.0,180.34,77.11,182.88,Orthodox,39.0,2.18,0.36,3.82,0.53,0.0,0.0,0.0,0.0,182.88,male
Cameron Dollar,11.0,5.0,180.34,70.31,182.88,Orthodox,36.0,5.04,0.38,2.94,0.61,0.0,0.0,0.0,0.0,182.88,male
Dale Hartt,6.0,3.0,177.8,70.31,175.26,Orthodox,44.0,1.14,0.35,1.55,0.66,1.22,1.0,0.25,2.5,175.26,male
Denis Stojnic,13.0,3.0,182.88,111.13,182.88,Orthodox,44.0,1.51,0.23,6.06,0.36,0.0,0.0,0.8,1.0,182.88,male
Xavier Foupa-Pokam,32.0,22.0,185.42,83.91,182.88,Open Stance,41.0,1.47,0.43,2.5,0.49,0.0,0.0,0.16,0.0,182.88,male
Andre Gusmao,6.0,3.0,182.88,92.99,182.88,Orthodox,46.0,2.79,0.43,3.28,0.6,0.0,0.0,0.6,0.0,182.88,male
Brandon Wolff,7.0,5.0,175.26,77.11,182.88,Orthodox,48.0,0.47,0.33,10.91,0.19,0.0,0.0,0.0,0.0,182.88,male
David Kaplan,3.0,4.0,170.18,70.31,182.88,Orthodox,44.0,2.88,0.46,4.32,0.67,4.88,0.43,0.0,0.7,182.88,male
David Bielkheden,24.0,12.0,177.8,70.31,180.34,Orthodox,44.0,1.11,0.57,1.64,0.54,2.65,0.63,0.14,0.0,180.34,male
Ryo Chonan,22.0,13.0,175.26,77.11,177.8,Orthodox,47.0,2.57,0.43,2.25,0.6,0.61,0.41,0.39,0.3,177.8,andy
Carmelo Marrero,16.0,6.0,182.88,92.99,185.42,Orthodox,43.0,0.84,0.34,2.04,0.54,3.21,0.36,0.36,0.9,185.42,male
Junie Browning,5.0,6.0,175.26,70.31,182.88,Orthodox,39.0,3.76,0.48,1.76,0.66,3.53,0.66,0.0,3.5,182.88,male
Matt Horwich,30.0,25.0,185.42,83.91,182.88,Orthodox,45.0,1.11,0.62,2.16,0.38,0.33,0.09,0.28,2.7,182.88,male
Jesse Sanders,23.0,7.0,182.88,77.11,182.88,Orthodox,38.0,0.0,0.0,6.45,0.35,0.0,0.0,0.5,0.0,182.88,male
Nissen Osterneck,12.0,4.0,187.96,83.91,182.88,Orthodox,42.0,3.15,0.58,2.9,0.41,0.63,0.12,0.42,1.3,182.88,male
Joe Vedepo,18.0,9.0,182.88,83.91,182.88,Orthodox,38.0,1.43,0.42,5.71,0.38,1.07,0.2,0.0,0.0,182.88,male
Tim McKenzie,14.0,9.0,182.88,83.91,187.96,Orthodox,41.0,1.37,0.54,2.96,0.44,0.0,0.0,0.28,2.1,187.96,male
Pete Sell,10.0,7.0,180.34,77.11,190.5,Orthodox,41.0,2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9,190.5,male
Ryan Madigan,5.0,3.0,182.88,77.11,182.88,Orthodox,38.0,0.0,0.0,3.35,0.47,0.0,0.0,0.0,0.0,182.88,male
Jason Day,19.0,12.0,182.88,83.91,182.88,Orthodox,42.0,3.61,0.54,3.46,0.47,1.13,1.0,0.0,0.0,182.88,male
Michael Patt,12.0,4.0,182.88,92.99,182.88,Orthodox,38.0,1.65,0.28,5.53,0.55,0.0,0.0,0.0,0.0,182.88,male
Brian Cobb,20.0,9.0,180.34,70.31,182.88,Orthodox,38.0,0.0,0.0,3.68,0.55,5.81,0.5,0.0,0.0,182.88,male
Per Eklund,14.0,5.0,177.8,70.31,182.88,Orthodox,38.0,2.07,0.61,2.38,0.67,2.07,0.11,0.5,3.6,182.88,male
Neil Grove,12.0,8.0,198.12,120.2,182.88,Orthodox,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,182.88,male
Troy Mandaloniz,3.0,2.0,175.26,77.11,182.88,Orthodox,44.0,3.52,0.56,4.71,0.63,3.1,0.66,0.57,0.0,182.88,male
Luigi Fioravanti,26.0,15.0,172.72,77.11,177.8,Orthodox,43.0,2.23,0.42,2.21,0.69,3.76,0.63,0.67,0.9,177.8,male
Rich Clementi,45.0,23.0,175.26,70.31,182.88,Southpaw,47.0,1.43,0.37,2.29,0.6,1.72,0.42,0.25,1.1,182.88,male
Derek Downey,11.0,4.0,185.42,83.91,182.88,Orthodox,43.0,0.32,1.0,3.36,0.12,2.4,0.16,0.0,0.0,182.88,male
Steve Bruno,15.0,6.0,177.8,77.11,182.88,Orthodox,42.0,0.96,0.52,3.38,0.36,1.94,0.25,0.46,0.4,182.88,male
Akihiro Gono,35.0,21.0,170.18,77.11,172.72,Switch,49.0,2.18,0.48,2.67,0.63,1.01,0.84,0.46,0.5,172.72,male
Christian Wellisch,8.0,5.0,187.96,106.14,195.58,Orthodox,48.0,3.12,0.27,3.04,0.56,1.22,0.42,0.45,1.2,195.58,male
Matt Arroyo,3.0,3.0,177.8,77.11,182.88,Orthodox,41.0,1.62,0.47,2.01,0.58,2.12,0.36,1.0,5.3,182.88,male
Jeremy Horn,91.0,22.0,185.42,83.91,187.96,Orthodox,48.0,1.19,0.39,1.99,0.55,1.83,0.38,0.29,1.1,187.96,male
Tom Egan,7.0,5.0,180.34,77.11,182.88,Orthodox,38.0,0.0,0.0,3.91,0.5,0.0,0.0,0.28,0.0,182.88,male
Alexandre Barros,22.0,11.0,175.26,77.11,182.88,Southpaw,47.0,0.98,0.4,4.05,0.36,1.84,0.5,1.0,0.0,182.88,male
Antonio Mendes,18.0,13.0,190.5,92.99,195.58,Southpaw,42.0,1.34,0.47,6.85,0.22,2.51,0.5,1.0,0.0,195.58,male
Ivan Serati,12.0,4.0,182.88,92.99,182.88,Orthodox,38.0,0.86,0.26,5.33,0.29,0.0,0.0,0.0,0.0,182.88,male
Nate Mohr,9.0,7.0,175.26,70.31,182.88,Orthodox,41.0,3.79,0.41,2.5,0.74,0.45,0.5,0.71,0.0,182.88,female
Dean Lister,13.0,7.0,185.42,83.91,190.5,Orthodox,48.0,1.26,0.35,1.89,0.61,1.58,0.15,0.5,1.1,190.5,male
Mike Wessel,15.0,8.0,182.88,117.93,182.88,Orthodox,46.0,1.82,0.56,6.43,0.22,6.29,0.5,0.0,0.0,182.88,male
Reese Andy,7.0,3.0,182.88,92.99,182.88,Orthodox,50.0,2.87,0.5,3.5,0.58,0.67,0.2,0.4,0.0,182.88,andy
Dan Evensen,11.0,4.0,190.5,113.4,182.88,Orthodox,49.0,0.27,0.1,3.86,0.38,0.0,0.0,0.0,4.0,182.88,male
Shane Primm,5.0,5.0,190.5,92.99,182.88,Orthodox,39.0,0.83,0.26,2.25,0.62,1.78,0.2,0.0,0.0,182.88,male
Jules Bruchez,1.0,2.0,182.88,92.99,182.88,Southpaw,46.0,0.69,0.5,5.52,0.46,0.0,0.0,0.0,0.0,182.88,male
John Polakowski,2.0,2.0,177.8,70.31,182.88,Orthodox,42.0,2.6,0.26,2.83,0.5,0.0,0.0,0.87,0.7,182.88,male
Nate Loughran,11.0,2.0,187.96,83.91,182.88,Orthodox,43.0,1.81,0.4,4.11,0.59,0.0,0.0,0.0,2.1,182.88,female
Brodie Farber,16.0,7.0,185.42,77.11,182.88,Orthodox,43.0,1.69,0.45,2.17,0.53,0.9,0.5,0.2,0.9,182.88,male
Johnny Rees,13.0,5.0,182.88,77.11,182.88,Orthodox,41.0,3.29,0.64,0.84,0.47,1.15,0.25,0.5,0.0,182.88,male
Corey Hill,6.0,9.0,193.04,70.31,203.2,Orthodox,45.0,3.57,0.46,1.61,0.7,3.02,0.8,1.0,0.0,203.2,male
Eddie Sanchez,15.0,8.0,187.96,104.33,187.96,Orthodox,41.0,3.45,0.43,3.3,0.43,1.13,0.26,0.42,0.0,187.96,male
Josh Hendricks,19.0,11.0,187.96,106.59,182.88,Southpaw,47.0,0.98,0.2,11.8,0.29,0.0,0.0,0.0,0.0,182.88,male
Jorge Gurgel,14.0,10.0,170.18,70.31,175.26,Orthodox,47.0,3.37,0.32,3.62,0.62,0.81,0.23,0.6,0.5,175.26,male
Alvin Robinson,15.0,9.0,175.26,70.31,172.72,Southpaw,41.0,1.57,0.5,1.29,0.51,1.24,0.5,0.25,1.2,172.72,male
Ryan Thomas,20.0,8.0,182.88,77.11,182.88,Orthodox,39.0,2.01,0.36,4.17,0.3,5.59,0.33,0.0,2.2,182.88,male
Rameau Thierry Sokoudjou,18.0,18.0,177.8,92.99,198.12,Orthodox,39.0,2.26,0.45,2.61,0.56,1.93,0.47,0.78,0.9,198.12,male
Neil Wain,13.0,4.0,177.8,109.77,182.88,Orthodox,38.0,2.64,0.5,8.57,0.43,0.0,0.0,0.5,0.0,182.88,male
Jess Liaudin,20.0,11.0,175.26,77.11,182.88,Orthodox,38.0,2.46,0.51,2.76,0.41,3.28,0.53,0.3,1.6,182.88,male
David Baron,17.0,4.0,167.64,70.31,182.88,Switch,51.0,1.17,0.3,2.1,0.56,0.0,0.0,0.14,0.7,182.88,male
Samy Schiavo,10.0,6.0,172.72,70.31,182.88,Orthodox,48.0,1.68,0.34,2.62,0.38,0.94,0.5,0.66,0.9,182.88,male
Brad Morris,10.0,6.0,187.96,92.99,182.88,Orthodox,44.0,0.5,0.62,6.95,0.27,0.0,0.0,0.0,0.0,182.88,male
Jason Lambert,26.0,13.0,190.5,83.91,190.5,Orthodox,48.0,3.21,0.58,1.84,0.5,1.35,0.36,0.28,2.4,190.5,male
Heath Herring,28.0,16.0,193.04,113.4,198.12,Orthodox,46.0,2.37,0.5,1.77,0.54,1.22,0.5,0.32,0.7,198.12,male
Luke Cummo,6.0,6.0,182.88,77.11,187.96,Orthodox,43.0,1.74,0.43,1.5,0.59,0.89,0.55,0.42,1.4,187.96,male
Cale Yarbrough,8.0,3.0,185.42,83.91,182.88,Orthodox,37.0,3.16,0.27,10.0,0.72,0.0,0.0,0.0,0.0,182.88,male
James Giboo,13.0,5.0,180.34,77.11,182.88,Orthodox,46.0,1.2,0.27,7.08,0.39,0.0,0.0,0.0,0.0,182.88,male
Evan Tanner,32.0,8.0,182.88,83.91,187.96,Orthodox,53.0,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3,187.96,male
Dante Rivera,16.0,7.0,185.42,83.91,182.88,Southpaw,49.0,2.27,0.53,4.0,0.25,0.0,0.0,0.16,0.0,182.88,male
Marvin Eastman,18.0,15.0,175.26,83.91,185.42,Orthodox,52.0,2.21,0.35,3.92,0.42,1.38,0.33,0.81,0.0,185.42,male
Rob Yundt,9.0,5.0,185.42,83.91,182.88,Orthodox,43.0,1.37,0.41,2.55,0.31,2.94,1.0,0.0,0.0,182.88,male
Ivan Salaverry,14.0,9.0,182.88,83.91,182.88,Orthodox,53.0,3.01,0.47,1.19,0.76,0.49,0.18,0.36,2.5,182.88,male
Kazuhiro Nakamura,21.0,13.0,180.34,92.99,177.8,Orthodox,44.0,1.56,0.37,1.83,0.59,1.73,0.36,0.42,0.6,177.8,male
War Machine,14.0,5.0,180.34,77.11,182.88,Orthodox,42.0,2.32,0.6,3.17,0.43,1.16,0.5,0.4,0.0,182.88,male
Jason Tan,5.0,3.0,177.8,77.11,182.88,Orthodox,42.0,0.69,0.29,7.37,0.18,0.0,0.0,0.0,0.0,182.88,male
Travis Lutter,10.0,6.0,180.34,83.91,190.5,Orthodox,50.0,0.41,0.32,2.42,0.42,1.95,0.24,0.3,0.7,190.5,male
Kalib Starnes,17.0,11.0,190.5,83.91,187.96,Orthodox,49.0,2.71,0.48,4.43,0.53,1.46,0.33,0.25,0.6,187.96,male
Charles McCarthy,10.0,5.0,177.8,83.91,180.34,Orthodox,43.0,0.18,0.12,4.03,0.56,2.67,0.6,0.0,2.7,180.34,male
Kuniyoshi Hironaka,23.0,9.0,177.8,76.2,177.8,Orthodox,47.0,1.98,0.4,3.01,0.54,1.91,0.3,0.25,0.6,177.8,male
Din Thomas,26.0,9.0,175.26,70.31,182.88,Orthodox,47.0,1.85,0.37,2.6,0.59,1.38,0.52,0.76,1.2,182.88,male
Ryan Roberts,21.0,12.0,167.64,70.31,182.88,Orthodox,45.0,0.0,0.0,22.5,0.45,0.0,0.0,0.0,0.0,182.88,male
Jeff Cox,10.0,7.0,177.8,70.31,182.88,Orthodox,55.0,0.56,0.25,1.69,0.33,4.23,0.5,0.8,0.0,182.88,male
Roman Mitichyan,8.0,3.0,177.8,77.11,182.88,Orthodox,45.0,0.26,0.16,2.7,0.43,1.93,1.0,0.25,1.9,182.88,male
Tommy Speer,21.0,7.0,177.8,77.11,180.34,Orthodox,39.0,2.56,0.51,5.12,0.35,2.02,0.33,0.33,0.0,180.34,male
John Halverson,16.0,8.0,175.26,70.31,182.88,Southpaw,51.0,2.94,0.43,5.29,0.47,0.0,0.0,0.66,2.0,182.88,male
Tim Sylvia,31.0,10.0,203.2,120.2,203.2,Orthodox,48.0,4.23,0.41,2.61,0.61,0.11,1.0,0.75,0.1,203.2,male
David Heath,18.0,7.0,180.34,92.99,182.88,Orthodox,48.0,1.48,0.3,5.16,0.49,0.33,0.5,0.57,1.0,182.88,male
Terry Martin,23.0,11.0,172.72,83.91,180.34,Orthodox,43.0,2.82,0.43,3.13,0.54,3.1,0.42,0.92,0.0,180.34,male
Alberto Crane,15.0,5.0,165.1,70.31,182.88,Orthodox,47.0,0.43,0.25,2.61,0.57,0.0,0.0,0.5,4.0,182.88,male
Joe Veres,4.0,3.0,170.18,70.31,182.88,Orthodox,46.0,0.0,0.0,5.55,0.27,0.0,0.0,0.0,0.0,182.88,male
Colin Robinson,10.0,12.0,193.04,110.22,182.88,Orthodox,55.0,6.19,0.69,7.91,0.37,2.58,1.0,0.5,5.2,182.88,male
James Lee,15.0,3.0,180.34,92.99,182.88,Southpaw,50.0,1.4,0.42,3.72,0.27,13.95,0.5,0.0,7.0,182.88,male
Jordan Radev,23.0,5.0,170.18,83.91,182.88,Southpaw,47.0,1.35,0.23,2.38,0.66,0.0,0.0,0.8,0.0,182.88,male
Tony DeSouza,11.0,4.0,182.88,77.11,177.8,Southpaw,49.0,1.12,0.52,1.57,0.41,2.25,0.42,0.4,1.5,177.8,male
Doug Evans,13.0,10.0,175.26,70.31,182.88,Orthodox,43.0,1.79,0.35,2.55,0.55,3.19,0.83,0.69,0.6,182.88,male
Jared Rollins,8.0,4.0,175.26,77.11,182.88,Orthodox,47.0,3.33,0.57,2.41,0.39,2.5,0.5,0.5,1.2,182.88,male
Billy Miles,2.0,2.0,177.8,77.11,182.88,Orthodox,45.0,0.0,0.0,1.25,0.33,0.0,0.0,0.0,0.0,182.88,male
Dan Barrera,3.0,1.0,175.26,77.11,182.88,Orthodox,43.0,0.8,0.7,1.2,0.28,1.0,0.08,0.0,0.0,182.88,male
Richie Hightower,8.0,4.0,172.72,77.11,182.88,Orthodox,49.0,4.62,0.35,6.92,0.21,3.46,1.0,1.0,0.0,182.88,male
John Kolosci,15.0,9.0,180.34,83.91,182.88,Orthodox,49.0,0.21,0.2,0.85,0.5,0.0,0.0,0.0,0.0,182.88,male
Dorian Price,8.0,5.0,190.5,77.11,182.88,Southpaw,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
Paul Georgieff,6.0,2.0,187.96,77.11,182.88,Orthodox,41.0,2.55,0.4,2.34,0.35,0.0,0.0,0.0,0.0,182.88,male
Luke Caudillo,17.0,17.0,170.18,70.31,182.88,Orthodox,43.0,1.97,0.28,5.07,0.55,0.44,0.2,0.85,0.0,182.88,male
Jason Black,23.0,4.0,172.72,70.31,182.88,Orthodox,51.0,1.06,0.47,2.6,0.45,0.48,0.33,0.28,6.2,182.88,male
Diego Saraiva,22.0,20.0,167.64,70.31,182.88,Orthodox,41.0,1.64,0.32,3.58,0.62,1.33,0.4,0.0,0.7,182.88,male
Scott Junk,8.0,3.0,185.42,120.2,182.88,Orthodox,45.0,5.13,0.6,1.81,0.45,0.0,0.0,0.0,0.0,182.88,male
Edilberto de Oliveira,29.0,15.0,182.88,77.11,182.88,Orthodox,41.0,4.12,0.32,6.79,0.61,0.0,0.0,0.0,0.0,182.88,male
Anthony Torres,5.0,3.0,172.72,77.11,182.88,Orthodox,45.0,3.54,0.48,7.52,0.45,0.0,0.0,1.0,2.2,182.88,male
Renato Sobral,37.0,11.0,185.42,92.99,190.5,Orthodox,48.0,2.23,0.45,1.53,0.57,2.48,0.42,0.65,2.6,190.5,male
Mike Nickels,9.0,5.0,193.04,92.99,182.88,Orthodox,52.0,4.44,0.52,1.11,0.64,11.11,0.8,0.0,2.8,182.88,male
Jason Gilliam,14.0,9.0,182.88,77.11,182.88,Orthodox,38.0,0.79,0.33,3.14,0.42,0.0,0.0,0.0,0.0,182.88,male
Jens Pulver,27.0,19.0,170.18,65.77,177.8,Southpaw,49.0,2.12,0.37,3.13,0.56,0.22,0.33,0.63,0.3,177.8,male
Floyd Sword,12.0,3.0,182.88,83.91,182.88,Orthodox,47.0,0.78,0.42,1.57,0.4,0.0,0.0,0.33,0.0,182.88,male
Brandon Melendez,25.0,25.0,180.34,70.31,182.88,Southpaw,41.0,0.84,0.26,0.56,0.63,0.0,0.0,0.25,0.0,182.88,male
Andy Wang,7.0,8.0,167.64,70.31,182.88,Orthodox,46.0,3.43,0.36,10.29,0.62,0.0,0.0,0.0,0.0,182.88,male
Allen Berube,4.0,3.0,172.72,70.31,182.88,Orthodox,49.0,0.92,0.8,0.92,0.33,6.87,1.0,0.0,3.4,182.88,male
Brian Geraghty,26.0,18.0,170.18,70.31,182.88,Orthodox,43.0,0.47,0.25,9.77,0.36,0.0,0.0,0.5,0.0,182.88,male
Hector Ramirez,10.0,6.0,182.88,92.99,182.88,Orthodox,48.0,2.27,0.41,4.6,0.56,2.3,0.55,0.66,0.5,182.88,male
Rory Singer,11.0,9.0,187.96,83.91,195.58,Orthodox,47.0,2.55,0.39,2.42,0.63,0.39,0.25,0.64,0.8,195.58,male
Scott Smith,18.0,11.0,182.88,83.91,177.8,Orthodox,44.0,1.9,0.27,5.87,0.5,0.12,0.06,0.58,0.5,177.8,male
Stevie Lynch,5.0,2.0,177.8,77.11,182.88,Orthodox,38.0,2.47,0.25,7.06,0.41,0.0,0.0,0.0,0.0,182.88,male
Pete Spratt,25.0,23.0,175.26,77.11,182.88,Orthodox,53.0,1.63,0.48,1.33,0.55,0.3,1.0,0.46,0.3,182.88,male
Chad Reiner,33.0,18.0,180.34,77.11,182.88,Orthodox,42.0,0.53,0.2,1.97,0.46,0.99,0.33,0.25,2.0,182.88,male
Sean Salmon,18.0,21.0,177.8,83.91,182.88,Southpaw,46.0,1.49,0.33,2.03,0.65,4.06,0.5,0.0,0.0,182.88,male
Elvis Sinosic,7.0,11.0,190.5,92.99,195.58,Orthodox,53.0,1.13,0.37,4.6,0.53,0.0,0.0,0.0,1.2,195.58,male
Assuerio Silva,16.0,8.0,177.8,109.32,182.88,Orthodox,49.0,1.42,0.46,4.2,0.54,2.66,0.34,0.25,1.8,182.88,male
